filename,Voc_V,Jsc_mA_cm2,FF,Pmax_mW_cm2,Rs_ohm_cm2,n_ideality,R_squared
data/sample_iv_curve.xlsx,0.7664429530201342,34936.401505235925,0.9154158506217136,24511.869376645118,-6.278982251078897e-05,1.096526401943212,0.011470468314629948
